department,promotion_name,media_type,sales_district,store_type,yearly_income,member_card,occupation,video_store,store_cost,unit_sales,SRP,net_weight,cost,store_sqft,promotion_period
5,29,7,5,0,0,2,4,1,1.9584,3,1.36,18.7,9158,30584.0,3
2,29,7,5,0,0,2,4,1,1.4268,3,1.16,13.3,9158,30584.0,3
17,29,7,5,0,0,2,4,1,1.7816,4,1.31,13.6,9158,30584.0,3
19,29,7,5,0,0,1,2,1,2.652,3,2.21,17.5,9158,30584.0,3
19,29,7,5,0,0,1,2,1,2.0034,3,1.59,4.17,9158,30584.0,3
19,29,7,5,0,0,1,2,1,2.0988,3,1.59,18.0,9158,30584.0,3
1,29,7,5,0,0,1,2,1,2.9028,3,2.36,5.55,9158,30584.0,3
19,29,7,5,0,0,1,2,1,1.377,3,1.35,14.3,9158,30584.0,3
13,29,7,5,0,0,1,2,1,1.16,2,1.45,7.64,9158,30584.0,3
17,29,7,5,0,5,1,1,1,2.324,4,1.66,7.77,9158,30584.0,3
3,29,7,5,0,5,1,1,1,2.0646,3,1.86,7.85,9158,30584.0,3
14,29,7,5,0,5,1,1,1,0.9288,3,0.72,18.8,9158,30584.0,3
17,29,7,5,0,5,1,1,1,3.773,2,3.85,4.82,9158,30584.0,3
14,29,7,5,0,5,1,2,1,4.3616,4,2.32,6.47,9158,30584.0,3
13,29,7,5,0,5,1,2,1,2.0992,4,1.28,6.18,9158,30584.0,3
10,29,7,5,0,5,1,2,1,1.6275,3,1.55,18.7,9158,30584.0,3
12,29,7,5,0,5,1,2,1,1.9215,3,1.83,6.43,9158,30584.0,3
13,29,7,5,0,3,1,3,1,4.752,4,3.6,7.77,9158,30584.0,3
14,29,7,5,0,3,1,3,1,2.848,2,3.56,14.6,9158,30584.0,3
3,29,7,5,0,4,0,2,1,1.408,4,0.88,15.3,9158,30584.0,3
14,29,7,5,0,4,0,2,1,3.5438,2,3.77,6.39,9158,30584.0,3
9,29,7,5,0,4,0,2,1,0.553,2,0.79,12.6,9158,30584.0,3
5,29,7,5,0,4,0,2,1,5.1792,4,3.32,5.4,9158,30584.0,3
13,29,7,5,0,4,0,2,1,3.3111,3,2.83,9.8,9158,30584.0,3
10,29,7,5,0,6,1,3,1,4.608,3,3.2,5.65,9158,30584.0,3
17,29,7,5,0,6,1,3,1,3.8192,4,2.17,3.96,9158,30584.0,3
19,29,7,5,0,6,1,3,1,2.2638,3,1.54,6.71,9158,30584.0,3
10,29,7,5,0,6,1,3,1,1.2078,3,1.22,19.3,9158,30584.0,3
3,29,7,5,0,6,1,3,1,3.108,3,2.96,7.43,9158,30584.0,3
19,29,7,5,0,6,1,3,1,2.508,3,2.2,6.27,9158,30584.0,3
12,29,7,5,0,6,1,3,1,2.1648,4,1.64,13.1,9158,30584.0,3
20,29,7,5,2,6,1,3,0,3.6064,4,1.84,16.8,9158,38382.0,3
17,29,7,5,0,7,3,1,1,2.5047,3,2.53,15.7,9158,30584.0,3
2,29,7,5,0,7,3,1,1,0.7791,3,0.53,8.8,9158,30584.0,3
17,29,7,5,0,7,3,1,1,1.2255,3,0.95,7.28,9158,30584.0,3
14,29,7,5,0,0,2,2,1,1.1088,2,1.54,14.8,9158,30584.0,3
1,29,7,5,0,0,2,2,1,3.0765,3,2.93,16.8,9158,30584.0,3
17,29,7,5,0,0,2,2,1,1.6896,2,2.56,8.5,9158,30584.0,3
19,29,7,5,0,0,2,2,1,0.468,2,0.6,14.8,9158,30584.0,3
17,29,7,5,0,0,2,2,1,3.3066,3,3.34,19.2,9158,30584.0,3
4,29,7,5,0,0,2,2,1,1.0836,3,0.86,7.39,9158,30584.0,3
5,29,7,5,2,0,2,2,0,2.2446,3,1.74,8.89,9158,38382.0,3
19,29,7,5,2,0,2,2,0,5.42,4,2.71,17.7,9158,38382.0,3
2,29,7,5,2,0,2,2,0,2.016,3,1.4,6.28,9158,38382.0,3
10,29,7,5,2,0,2,2,0,5.952,4,3.1,14.7,9158,38382.0,3
12,29,7,5,0,4,0,2,1,5.8065,3,3.95,6.53,9158,30584.0,3
4,29,7,5,0,4,0,2,1,2.279,2,2.65,7.39,9158,30584.0,3
14,29,7,5,0,4,0,2,1,2.7324,3,2.76,18.5,9158,30584.0,3
5,29,7,5,0,4,0,2,1,2.8659,3,2.33,18.7,9158,30584.0,3
9,29,7,5,0,4,0,2,1,4.3172,4,2.51,12.1,9158,30584.0,3
3,29,7,5,0,4,0,2,1,1.7955,3,1.71,5.77,9158,30584.0,3
2,29,7,5,0,6,0,1,1,3.21,3,2.14,13.8,9158,30584.0,3
9,29,7,5,0,6,0,1,1,7.3884,4,3.93,18.8,9158,30584.0,3
19,29,7,5,0,6,0,1,1,1.1222,2,1.81,8.8,9158,30584.0,3
3,29,7,5,0,6,0,1,1,2.736,2,2.85,5.11,9158,30584.0,3
9,29,7,5,0,6,0,1,1,5.776,4,3.61,16.7,9158,30584.0,3
2,29,7,5,0,6,0,1,1,2.9304,2,3.96,14.5,9158,30584.0,3
17,29,7,5,0,6,0,1,1,5.0416,4,2.74,7.85,9158,30584.0,3
17,29,7,5,0,4,0,4,1,1.6104,2,1.83,7.78,9158,30584.0,3
10,29,7,5,0,4,0,4,1,0.7332,2,0.78,11.1,9158,30584.0,3
2,29,7,5,0,4,0,4,1,2.1248,2,3.32,13.5,9158,30584.0,3
17,29,7,5,0,4,0,4,1,2.3184,3,1.84,11.6,9158,30584.0,3
21,29,7,5,0,4,0,4,1,1.944,3,1.8,11.1,9158,30584.0,3
14,29,7,5,0,7,0,3,1,1.118,5,0.52,7.17,9158,30584.0,3
14,29,7,5,0,7,0,3,1,0.91,5,0.52,7.17,9158,30584.0,3
19,29,7,5,0,7,0,3,1,5.0568,4,2.58,14.1,9158,30584.0,3
2,29,7,5,0,7,0,3,1,4.375,5,2.5,5.63,9158,30584.0,3
14,29,7,5,0,7,0,3,1,2.295,3,1.7,16.1,9158,30584.0,3
13,29,7,5,0,7,0,3,1,3.0545,5,1.49,10.1,9158,30584.0,3
12,29,7,5,0,7,0,3,1,6.4602,6,2.91,19.8,9158,30584.0,3
4,29,7,5,0,7,0,3,1,5.1356,4,3.47,6.56,9158,30584.0,3
3,29,7,5,0,7,0,3,1,5.7252,4,3.67,7.31,9158,30584.0,3
14,29,7,5,0,7,0,3,1,2.576,5,1.12,20.1,9158,30584.0,3
17,29,7,5,0,7,0,3,1,1.44,3,1.2,6.26,9158,30584.0,3
11,29,7,5,0,7,0,3,1,5.984,4,3.74,19.2,9158,30584.0,3
19,29,7,5,0,7,0,3,1,5.627,5,3.31,14.1,9158,30584.0,3
2,29,7,5,0,7,0,3,1,2.783,5,1.21,17.0,9158,30584.0,3
5,29,7,5,2,6,0,1,0,1.9176,3,1.36,18.7,9158,38382.0,3
11,29,7,5,2,6,0,1,0,2.162,2,2.35,17.2,9158,38382.0,3
17,29,7,5,0,0,2,3,1,0.7728,3,0.56,5.21,9158,30584.0,3
17,29,7,5,0,0,2,3,1,4.68,4,2.6,6.1,9158,30584.0,3
17,29,7,5,0,0,2,3,1,2.1504,4,1.68,14.2,9158,30584.0,3
5,29,7,5,0,0,2,3,1,3.3411,3,2.59,7.63,9158,30584.0,3
13,29,7,5,0,0,2,3,1,0.847,2,1.21,10.3,9158,30584.0,3
3,29,7,5,0,0,2,3,1,2.6814,3,2.18,11.1,9158,30584.0,3
2,29,7,5,0,0,2,3,1,2.107,2,2.45,9.0,9158,30584.0,3
14,29,7,5,0,0,2,3,1,0.801,3,0.89,14.2,9158,30584.0,3
12,29,7,5,2,2,0,1,0,4.455,3,2.97,13.1,9158,38382.0,3
13,29,7,5,2,2,0,1,0,2.1204,3,2.28,19.1,9158,38382.0,3
19,29,7,5,2,2,0,1,0,1.3394,2,1.81,8.8,9158,38382.0,3
14,29,7,5,2,2,0,1,0,5.805,3,3.87,15.3,9158,38382.0,3
21,29,7,5,2,2,0,1,0,4.446,3,3.8,11.8,9158,38382.0,3
14,29,7,5,0,4,0,2,1,0.5922,2,0.63,13.5,9158,30584.0,3
17,29,7,5,0,4,0,2,1,2.0265,3,1.93,6.02,9158,30584.0,3
14,29,7,5,0,4,0,2,1,2.014,2,2.65,12.1,9158,30584.0,3
2,29,7,5,0,4,0,2,1,0.8778,3,0.77,10.3,9158,30584.0,3
14,29,7,5,0,0,2,4,1,2.3808,4,1.92,16.6,9158,30584.0,3
11,29,7,5,0,0,2,4,1,1.833,2,2.35,17.2,9158,30584.0,3
3,29,7,5,0,4,0,2,1,2.38,2,3.4,8.39,9158,30584.0,3
17,29,7,5,2,4,1,4,0,1.7568,4,1.22,16.7,9158,38382.0,3
9,29,7,5,2,4,1,4,0,2.6334,3,2.66,5.03,9158,38382.0,3
19,29,7,5,2,4,1,4,0,1.071,2,1.19,12.6,9158,38382.0,3
17,29,7,5,2,4,1,4,0,2.8416,3,2.96,14.5,9158,38382.0,3
5,29,7,5,2,4,1,4,0,1.5228,3,1.41,7.71,9158,38382.0,3
17,29,7,5,2,4,1,4,0,1.4344,2,1.63,13.6,9158,38382.0,3
17,29,7,5,2,4,1,4,0,3.1104,4,1.62,15.1,9158,38382.0,3
14,29,7,5,2,4,1,4,0,3.6984,3,2.68,16.1,9158,38382.0,3
16,29,7,5,2,4,1,4,0,2.3643,3,2.13,5.09,9158,38382.0,3
14,29,7,5,2,4,1,4,0,4.3875,3,3.75,9.0,9158,38382.0,3
14,29,7,5,2,4,1,4,0,3.2382,3,2.57,11.1,9158,38382.0,3
3,29,7,5,2,4,1,4,0,0.6144,3,0.64,8.39,9158,38382.0,3
3,29,7,5,2,4,1,4,0,4.284,3,3.4,8.39,9158,38382.0,3
17,29,7,5,2,4,1,4,0,2.736,3,2.4,12.6,9158,38382.0,3
9,29,7,5,2,4,0,0,0,1.1968,4,0.68,10.1,9158,38382.0,3
12,29,7,5,2,4,0,0,0,0.84,3,0.8,12.5,9158,38382.0,3
5,29,7,5,2,4,0,0,0,1.096,2,1.37,5.9,9158,38382.0,3
17,29,7,5,2,4,0,0,0,2.0054,2,2.71,11.8,9158,38382.0,3
3,29,7,5,2,4,0,0,0,1.296,3,0.96,14.5,9158,38382.0,3
12,34,3,10,4,4,0,2,0,4.5261,3,3.21,6.47,11836,20319.0,2
4,34,3,10,4,4,0,2,0,0.6364,2,0.86,7.39,11836,20319.0,2
21,34,3,10,4,5,0,3,0,0.729,3,0.54,10.6,11836,20319.0,2
17,34,3,10,4,5,0,3,0,1.8522,3,1.26,6.09,11836,20319.0,2
6,34,3,10,4,5,0,3,0,0.936,2,1.17,16.7,11836,20319.0,2
12,34,3,10,4,5,0,3,0,0.4588,2,0.62,4.9,11836,20319.0,2
19,34,3,10,4,5,0,3,0,4.2476,4,2.59,12.3,11836,20319.0,2
14,34,3,10,4,5,0,3,0,3.9429,3,3.37,17.8,11836,20319.0,2
14,34,3,10,4,0,2,4,0,3.0303,3,2.59,17.0,11836,20319.0,2
17,34,3,10,4,0,2,4,0,3.3669,3,2.61,15.6,11836,20319.0,2
13,34,3,10,4,4,0,0,0,3.5838,3,3.62,16.2,11836,20319.0,2
14,34,3,10,4,4,0,0,0,2.9016,3,2.48,8.1,11836,20319.0,2
13,34,3,10,4,4,0,0,0,3.4104,4,1.74,10.8,11836,20319.0,2
17,34,3,10,4,4,0,0,0,0.576,2,0.96,20.6,11836,20319.0,2
14,34,3,10,4,4,0,0,0,2.5296,3,2.72,19.2,11836,20319.0,2
2,34,3,10,4,4,0,4,0,4.116,3,2.8,16.2,11836,20319.0,2
1,34,3,10,4,4,0,4,0,2.277,3,1.65,14.3,11836,20319.0,2
8,34,3,10,4,4,0,4,0,1.6896,3,1.76,10.3,11836,20319.0,2
17,34,3,10,4,4,0,4,0,4.1076,3,3.26,9.5,11836,20319.0,2
1,34,3,10,4,4,0,4,0,2.4054,3,2.11,11.8,11836,20319.0,2
9,34,3,10,4,4,0,4,0,2.421,2,2.69,5.42,11836,20319.0,2
2,34,3,10,4,5,0,4,0,1.8832,2,2.14,13.8,11836,20319.0,2
10,34,3,10,4,5,0,4,0,1.784,2,2.23,13.8,11836,20319.0,2
10,34,3,10,4,0,2,2,0,3.9456,3,2.74,17.2,11836,20319.0,2
5,34,3,10,4,0,2,2,0,0.786,2,1.31,19.2,11836,20319.0,2
2,34,3,10,4,0,2,2,0,2.1888,3,1.52,9.3,11836,20319.0,2
18,34,3,10,4,0,2,2,0,1.6524,3,1.62,6.97,11836,20319.0,2
21,34,3,10,4,0,2,2,0,5.5432,4,3.38,14.5,11836,20319.0,2
5,34,3,10,4,0,2,2,0,3.1248,3,2.17,7.8,11836,20319.0,2
14,34,3,10,4,0,2,2,0,1.4454,2,2.19,20.7,11836,20319.0,2
19,34,3,10,4,0,2,4,0,2.1462,2,2.19,15.7,11836,20319.0,2
2,34,3,10,4,4,1,2,0,1.1552,4,0.76,8.8,11836,20319.0,2
5,34,3,10,4,4,1,2,0,0.432,2,0.6,7.6,11836,20319.0,2
13,34,3,10,4,4,1,2,0,5.8512,4,3.18,17.5,11836,20319.0,2
14,34,3,10,4,4,1,2,0,0.5952,2,0.93,12.0,11836,20319.0,2
13,34,3,10,4,4,1,2,0,3.6096,4,1.92,8.26,11836,20319.0,2
5,34,3,10,4,5,0,1,0,1.404,3,1.3,18.5,11836,20319.0,2
13,34,3,10,4,4,0,4,0,2.31,3,2.2,6.18,11836,20319.0,2
12,34,3,10,4,4,0,4,0,3.0135,3,2.45,13.3,11836,20319.0,2
12,34,3,10,4,6,0,3,0,1.0935,3,0.81,7.93,11836,20319.0,2
14,34,3,10,4,6,0,3,0,1.725,3,1.25,5.27,11836,20319.0,2
0,34,3,10,4,6,0,3,0,1.4388,2,2.18,6.35,11836,20319.0,2
5,34,3,10,4,6,0,3,0,2.064,2,3.44,7.42,11836,20319.0,2
9,34,3,10,4,0,2,4,0,4.428,4,3.69,13.3,11836,20319.0,2
14,34,3,10,4,0,2,4,0,1.7384,2,2.12,14.6,11836,20319.0,2
14,34,3,10,4,6,0,3,0,0.6864,3,0.52,7.17,11836,20319.0,2
11,34,3,10,4,6,0,3,0,4.8384,3,3.84,16.7,11836,20319.0,2
14,34,3,10,4,4,0,4,0,7.0104,4,3.81,13.8,11836,20319.0,2
2,34,3,10,4,7,2,3,0,4.8972,3,3.71,10.8,11836,20319.0,2
9,34,3,10,4,7,2,3,0,2.812,4,1.85,9.89,11836,20319.0,2
9,34,3,10,4,7,2,3,0,4.644,5,2.58,16.2,11836,20319.0,2
12,34,3,10,4,7,2,3,0,2.1904,2,2.96,11.6,11836,20319.0,2
17,34,3,10,4,3,1,3,0,1.548,3,1.29,17.3,11836,20319.0,2
14,34,3,10,4,3,1,3,0,1.218,2,1.45,15.8,11836,20319.0,2
3,34,3,10,4,3,1,3,0,1.1616,4,0.88,15.3,11836,20319.0,2
19,34,3,10,4,0,2,4,0,1.1092,4,0.59,15.7,11836,20319.0,2
5,34,3,10,4,0,2,4,0,3.4544,4,2.54,17.8,11836,20319.0,2
17,34,3,10,4,0,2,4,0,0.8556,3,0.62,14.6,11836,20319.0,2
5,34,3,10,4,0,2,4,0,3.6852,3,3.32,5.4,11836,20319.0,2
14,34,3,10,4,0,2,4,0,1.995,3,1.75,11.1,11836,20319.0,2
1,34,3,10,4,0,2,4,0,3.7674,3,2.99,11.5,11836,20319.0,2
12,34,3,10,4,2,0,3,0,2.1904,4,1.48,8.18,11836,20319.0,2
13,34,3,10,4,2,0,3,0,1.224,4,0.85,6.56,11836,20319.0,2
12,34,3,10,4,2,0,3,0,1.017,2,1.13,7.35,11836,20319.0,2
17,34,3,10,4,2,0,3,0,3.8259,3,3.27,14.1,11836,20319.0,2
19,34,3,10,4,0,2,4,0,4.859,5,2.26,12.8,11836,20319.0,2
9,34,3,10,4,0,2,4,0,0.8424,3,0.72,9.0,11836,20319.0,2
17,34,3,10,4,0,2,4,0,5.0948,4,2.71,11.8,11836,20319.0,2
5,34,3,10,4,0,2,4,0,2.444,4,1.3,18.5,11836,20319.0,2
10,34,3,10,4,0,2,4,0,1.424,5,0.89,17.8,11836,20319.0,2
13,34,3,10,4,0,2,4,0,1.47,3,1.4,16.0,11836,20319.0,2
12,34,3,10,4,0,2,4,0,2.0868,3,1.48,8.18,11836,20319.0,2
18,34,3,10,4,0,2,4,0,3.096,3,2.58,3.86,11836,20319.0,2
2,34,3,10,4,0,2,4,0,2.128,4,1.4,6.28,11836,20319.0,2
0,34,3,10,4,0,2,4,0,1.008,4,0.7,13.5,11836,20319.0,2
17,34,3,10,4,0,2,4,0,6.1152,4,3.64,10.0,11836,20319.0,2
12,34,3,10,4,6,0,3,0,5.1888,3,3.68,8.78,11836,20319.0,2
12,34,3,10,4,6,0,3,0,5.82,4,2.91,16.3,11836,20319.0,2
9,34,3,10,4,6,0,3,0,6.6528,4,3.96,9.89,11836,20319.0,2
9,34,3,10,4,6,0,3,0,1.4478,3,1.27,17.7,11836,20319.0,2
3,34,3,10,4,6,0,3,0,4.0812,3,3.58,8.39,11836,20319.0,2
10,34,3,10,4,6,0,3,0,1.9065,3,1.55,4.19,11836,20319.0,2
12,34,3,10,4,7,0,1,0,2.3154,3,2.27,19.6,11836,20319.0,2
12,34,3,10,4,7,0,1,0,1.3608,3,1.26,18.7,11836,20319.0,2
2,34,3,10,4,7,0,1,0,3.6696,3,2.78,5.48,11836,20319.0,2
21,34,3,10,4,4,1,3,0,1.314,3,1.46,12.0,11836,20319.0,2
2,34,3,10,4,4,1,3,0,2.816,2,3.52,19.3,11836,20319.0,2
12,34,3,10,4,4,1,3,0,1.9512,2,2.71,19.7,11836,20319.0,2
19,34,3,10,4,4,0,2,0,3.6294,3,2.63,15.1,11836,20319.0,2
17,34,3,10,4,4,0,2,0,1.0212,3,0.92,12.8,11836,20319.0,2
12,34,3,10,4,4,0,2,0,0.624,2,0.8,12.5,11836,20319.0,2
16,34,3,10,4,4,0,2,0,1.824,2,2.85,12.1,11836,20319.0,2
9,34,3,10,4,4,0,2,0,1.1811,3,1.27,17.7,11836,20319.0,2
3,34,3,10,4,4,0,2,0,1.8876,2,2.86,16.8,11836,20319.0,2
9,34,3,10,4,4,1,4,0,0.918,3,0.68,7.71,11836,20319.0,2
12,34,3,10,4,4,1,4,0,1.8216,3,1.32,15.0,11836,20319.0,2
3,34,3,10,4,4,1,4,0,4.8692,4,2.59,6.97,11836,20319.0,2
13,34,3,10,4,4,1,4,0,1.536,2,2.4,16.1,11836,20319.0,2
19,34,3,10,4,4,1,4,0,3.2195,5,1.37,16.0,11836,20319.0,2
10,34,3,10,4,4,1,4,0,2.898,5,1.61,12.1,11836,20319.0,2
10,34,3,10,4,6,0,3,0,3.0174,3,2.14,5.39,11836,20319.0,2
14,34,3,10,4,6,0,3,0,0.7458,2,1.13,19.7,11836,20319.0,2
2,34,3,10,4,0,2,3,0,1.9182,3,1.39,7.69,11836,20319.0,2
5,34,3,10,4,0,2,3,0,1.872,4,1.2,9.0,11836,20319.0,2
0,34,3,10,4,0,2,2,0,3.3579,3,2.87,8.3,11836,20319.0,2
0,34,3,10,4,0,2,2,0,2.8864,2,3.52,7.39,11836,20319.0,2
14,34,3,10,4,0,2,2,0,1.7721,3,1.79,19.1,11836,20319.0,2
11,34,3,10,4,0,2,2,0,1.4892,2,2.19,17.0,11836,20319.0,2
1,34,3,10,4,0,2,2,0,2.286,4,1.27,12.1,11836,20319.0,2
10,34,3,10,4,3,3,1,0,3.2292,3,2.76,3.8,11836,20319.0,2
19,34,3,10,4,4,1,4,0,1.9608,6,0.86,12.6,11836,20319.0,2
14,34,3,10,4,4,1,4,0,2.2347,3,1.91,16.7,11836,20319.0,2
3,34,3,10,4,4,1,4,0,2.052,3,1.71,5.77,11836,20319.0,2
19,34,3,10,4,0,0,4,0,1.2495,5,0.51,11.3,11836,20319.0,2
2,34,3,10,4,0,0,4,0,3.3075,3,2.45,9.0,11836,20319.0,2
3,34,3,10,4,0,0,4,0,1.968,3,1.6,7.57,11836,20319.0,2
19,34,3,10,4,4,1,4,0,2.1645,3,1.85,7.39,11836,20319.0,2
4,34,3,10,4,4,1,4,0,1.0707,3,0.83,7.5,11836,20319.0,2
17,34,3,10,4,4,1,4,0,1.9203,3,1.73,12.1,11836,20319.0,2
17,34,3,10,4,4,1,4,0,1.0368,4,0.81,5.63,11836,20319.0,2
5,34,3,10,4,4,0,2,0,1.3926,2,2.11,16.6,11836,20319.0,2
5,34,3,10,4,4,0,2,0,0.5673,3,0.61,11.3,11836,20319.0,2
9,5,12,12,4,6,0,3,0,1.9812,4,1.27,17.7,6292,27694.0,4
13,5,12,12,4,6,0,3,0,1.8963,3,1.47,4.51,6292,27694.0,4
12,5,12,12,4,6,0,3,0,0.7371,3,0.63,16.1,6292,27694.0,4
19,5,12,12,4,6,0,3,0,2.3994,2,3.87,18.7,6292,27694.0,4
20,5,12,12,4,0,2,2,0,3.4164,3,2.92,12.6,6292,27694.0,4
21,5,12,12,4,0,2,2,0,0.63,3,0.7,16.6,6292,27694.0,4
14,5,12,12,4,0,2,2,0,3.4932,3,2.84,18.5,6292,27694.0,4
20,5,12,12,4,0,2,2,0,6.4484,4,3.43,10.1,6292,27694.0,4
5,5,12,12,4,0,2,2,0,1.7112,3,1.84,6.0,6292,27694.0,4
8,5,12,12,4,0,2,2,0,3.4776,2,3.78,16.2,6292,27694.0,4
5,5,12,12,4,0,2,2,0,1.584,4,0.88,13.5,6292,27694.0,4
19,5,12,12,4,0,2,2,0,6.4176,4,3.82,16.5,6292,27694.0,4
12,5,12,12,4,0,2,2,0,1.1374,2,1.21,8.1,6292,27694.0,4
17,5,12,12,4,0,2,2,0,3.3596,4,2.27,10.1,6292,27694.0,4
5,5,12,12,4,0,2,2,0,1.104,2,1.15,11.1,6292,27694.0,4
17,5,12,12,4,4,0,2,0,3.3,3,2.5,4.65,6292,27694.0,4
14,5,12,12,4,4,0,2,0,2.1624,3,2.12,14.6,6292,27694.0,4
6,5,12,12,4,4,0,2,0,2.0212,4,1.63,12.3,6292,27694.0,4
2,5,12,12,4,4,0,2,0,1.5582,2,1.59,10.1,6292,27694.0,4
19,5,12,12,4,4,0,2,0,2.618,2,3.74,6.42,6292,27694.0,4
14,5,12,12,4,1,0,3,0,2.7984,4,2.12,14.6,6292,27694.0,4
12,5,12,12,4,1,0,3,0,3.42,5,1.52,7.89,6292,27694.0,4
20,5,12,12,4,1,0,3,0,5.1675,5,2.65,20.7,6292,27694.0,4
5,5,12,12,4,0,2,4,0,1.608,2,2.68,5.44,6292,27694.0,4
9,5,12,12,4,0,2,4,0,4.048,4,2.3,8.43,6292,27694.0,4
14,5,12,12,4,6,0,3,0,2.8194,2,3.81,13.8,6292,27694.0,4
10,5,12,12,4,6,0,3,0,1.1232,4,0.78,11.1,6292,27694.0,4
2,5,12,12,4,6,0,3,0,1.9152,3,1.68,16.2,6292,27694.0,4
17,5,12,12,4,6,0,3,0,0.693,3,0.7,5.36,6292,27694.0,4
19,5,12,12,4,6,0,3,0,1.702,2,1.85,7.39,6292,27694.0,4
19,5,12,12,4,6,0,3,0,1.4578,2,1.97,5.17,6292,27694.0,4
2,5,12,12,4,6,0,3,0,1.776,3,1.48,4.65,6292,27694.0,4
9,5,12,12,4,4,0,3,0,4.776,4,3.98,12.8,6292,27694.0,4
9,5,12,12,4,4,3,4,0,1.258,2,1.85,9.89,6292,27694.0,4
12,5,12,12,4,4,3,4,0,2.3112,2,3.21,6.47,6292,27694.0,4
3,5,12,12,4,4,3,4,0,2.3358,3,2.29,7.52,6292,27694.0,4
12,5,12,12,4,0,2,2,0,7.1208,4,3.87,4.19,6292,27694.0,4
5,5,12,12,4,0,2,2,0,2.3746,2,3.83,13.1,6292,27694.0,4
5,5,12,12,4,0,2,2,0,0.8742,2,1.41,7.71,6292,27694.0,4
5,5,12,12,4,0,2,2,0,4.9856,4,3.28,14.2,6292,27694.0,4
19,5,12,12,4,0,2,2,0,3.384,3,2.4,8.69,6292,27694.0,4
3,5,12,12,4,0,2,2,0,3.2264,4,2.18,11.1,6292,27694.0,4
2,5,12,12,4,0,2,2,0,2.94,2,2.94,14.7,6292,27694.0,4
10,5,12,12,4,0,2,4,0,3.9516,3,3.56,14.0,6292,27694.0,4
19,5,12,12,4,0,2,4,0,4.7508,4,3.21,5.86,6292,27694.0,4
6,5,12,12,4,0,2,4,0,3.0186,3,2.34,17.0,6292,27694.0,4
12,5,12,12,4,0,2,4,0,1.998,2,2.22,6.3,6292,27694.0,4
2,5,12,12,4,0,2,4,0,2.1824,2,2.48,18.3,6292,27694.0,4
17,5,12,12,4,0,2,4,0,3.975,3,2.65,8.8,6292,27694.0,4
14,5,12,12,4,0,2,4,0,1.7408,2,2.72,19.2,6292,27694.0,4
17,5,12,12,4,0,2,2,0,1.1356,2,1.67,18.2,6292,27694.0,4
5,5,12,12,4,0,2,2,0,5.976,5,3.32,5.4,6292,27694.0,4
12,5,12,12,4,7,0,3,0,1.566,3,1.45,16.7,6292,27694.0,4
17,5,12,12,4,7,0,3,0,2.7846,3,2.21,18.6,6292,27694.0,4
13,5,12,12,4,7,0,3,0,1.3002,2,1.97,17.8,6292,27694.0,4
12,5,12,12,4,7,0,3,0,2.852,4,1.55,11.6,6292,27694.0,4
12,5,12,12,4,7,0,3,0,3.4232,2,3.89,10.3,6292,27694.0,4
2,5,12,12,4,4,3,2,0,1.68,3,1.6,8.6,6292,27694.0,4
19,5,12,12,4,4,3,2,0,2.5584,4,1.64,6.05,6292,27694.0,4
12,5,12,12,4,4,3,2,0,1.2765,3,1.15,14.6,6292,27694.0,4
17,5,12,12,4,3,3,3,0,0.7888,4,0.58,10.0,6292,27694.0,4
17,5,12,12,4,3,3,3,0,5.7564,4,3.51,19.3,6292,27694.0,4
20,5,12,12,4,3,3,3,0,1.2282,3,0.89,15.2,6292,27694.0,4
13,5,12,12,4,3,3,3,0,2.9156,4,1.97,17.8,6292,27694.0,4
19,5,12,12,4,3,3,3,0,2.4168,3,2.12,15.0,6292,27694.0,4
12,5,12,12,4,3,3,3,0,1.8432,4,0.96,14.3,6292,27694.0,4
12,5,12,12,4,3,3,3,0,3.8406,3,3.46,9.0,6292,27694.0,4
14,5,12,12,4,5,3,3,0,1.2544,4,0.64,12.0,6292,27694.0,4
17,5,12,12,4,5,3,3,0,2.277,3,2.53,13.8,6292,27694.0,4
19,5,12,12,4,4,0,4,0,1.078,2,1.54,6.71,6292,27694.0,4
2,5,12,12,4,4,0,4,0,1.8348,3,1.39,7.69,6292,27694.0,4
2,5,12,12,4,4,0,4,0,1.416,3,1.18,8.69,6292,27694.0,4
14,5,12,12,4,4,0,4,0,1.944,2,2.43,4.82,6292,27694.0,4
5,5,12,12,4,4,0,4,0,5.229,5,2.49,5.02,6292,27694.0,4
14,5,12,12,4,4,0,4,0,2.034,4,1.13,19.7,6292,27694.0,4
3,5,12,12,4,4,0,4,0,4.4975,5,2.57,13.1,6292,27694.0,4
12,5,12,12,4,6,0,3,0,1.1186,2,1.19,13.3,6292,27694.0,4
19,5,12,12,4,6,0,3,0,1.2768,3,1.33,6.17,6292,27694.0,4
10,5,12,12,4,6,0,3,0,2.8248,3,2.14,5.39,6292,27694.0,4
10,5,12,12,4,6,0,3,0,0.6642,3,0.54,12.6,6292,27694.0,4
13,5,12,12,4,6,0,3,0,0.603,3,0.67,7.43,6292,27694.0,4
17,5,12,12,4,6,0,3,0,2.1546,3,1.71,11.3,6292,27694.0,4
3,5,12,12,4,7,2,1,0,3.5427,3,2.41,12.1,6292,27694.0,4
13,5,12,12,4,7,2,1,0,2.2344,2,2.66,6.5,6292,27694.0,4
3,5,12,12,4,7,2,1,0,2.5974,2,3.51,19.0,6292,27694.0,4
18,5,12,12,4,7,2,1,0,0.6448,4,0.52,16.7,6292,27694.0,4
